time,x,mu
0,0.01294809072608959,-0.8330948974725798
1,-0.0003115591689263587,-0.8314258464473057
2,-0.02039828061308583,-0.8297567954220315
3,-0.012937137067476762,-0.8280877443967573
4,0.006467074827178825,-0.8264186933714831
5,0.009609049159311557,-0.8247496423462088
6,-0.016021163434515002,-0.8230805913209347
7,0.02156192233766609,-0.8214115402956604
8,-0.017633223833334495,-0.8197424892703863
9,0.005906279650025504,-0.818073438245112
10,0.007677350676879033,-0.8164043872198379
11,-0.0016724965058818164,-0.8147353361945636
12,-0.0069114759199491605,-0.8130662851692895
13,0.018091270991373837,-0.8113972341440152
14,0.007294954817536366,-0.8097281831187411
15,0.023156991484726375,-0.8080591320934669
16,-0.012273578255372605,-0.8063900810681927
17,0.01655396928315144,-0.8047210300429184
18,0.004026773580818831,-0.8030519790176442
19,0.020683199919172106,-0.8013829279923701
20,-0.01278934460064771,-0.7997138769670958
21,-0.06949565968738435,-0.7980448259418216
22,-0.01383624228868487,-0.7963757749165474
23,0.03203857380805453,-0.7947067238912733
24,-0.0018583331074451433,-0.793037672865999
25,-0.004897680785086388,-0.7913686218407249
26,0.002054325763949155,-0.7896995708154506
27,-0.028727262510115734,-0.7880305197901765
28,0.000701143270102257,-0.7863614687649022
29,-0.003827194490631314,-0.7846924177396281
30,-0.01337829199305814,-0.7830233667143538
31,0.026226593693156563,-0.7813543156890796
32,-0.009184128704302501,-0.7796852646638054
33,-0.013638116726319096,-0.7780162136385312
34,-0.007185927434107125,-0.776347162613257
35,-0.005832728425619662,-0.7746781115879828
36,0.0067254057371710415,-0.7730090605627087
37,-0.014434382012067737,-0.7713400095374344
38,-0.00638405475392999,-0.7696709585121602
39,-0.02955473990140801,-0.768001907486886
40,0.029537874061329586,-0.7663328564616119
41,-0.003263247040795491,-0.7646638054363376
42,-0.018509950837612896,-0.7629947544110633
43,0.023437918749361936,-0.7613257033857892
44,-0.027369159817676795,-0.759656652360515
45,-0.01161442699219563,-0.7579876013352408
46,0.042198165586640406,-0.7563185503099666
47,-0.019633576608942067,-0.7546494992846924
48,-0.01751639437340142,-0.7529804482594182
49,0.02449657981193656,-0.751311397234144
50,-0.029841824809957722,-0.7496423462088698
51,-0.0015047481485806948,-0.7479732951835956
52,0.021069420859813448,-0.7463042441583214
53,0.009289093584096976,-0.7446351931330473
54,-0.017296975990953214,-0.742966142107773
55,0.02165138206128065,-0.7412970910824987
56,0.019809632602022953,-0.7396280400572246
57,-0.041739771934391864,-0.7379589890319505
58,-0.0054575292946346405,-0.7362899380066762
59,-0.027272989384623678,-0.7346208869814019
60,0.003438085590844755,-0.7329518359561278
61,-0.02943848266198595,-0.7312827849308536
62,0.00862846391734048,-0.7296137339055794
63,-0.019028234174727345,-0.7279446828803051
64,0.019466451738225816,-0.726275631855031
65,-0.04093952635055581,-0.7246065808297568
66,0.01358097891461643,-0.7229375298044826
67,0.0037358244204602027,-0.7212684787792083
68,-0.0025567203476963046,-0.7195994277539342
69,-0.009400550984431235,-0.71793037672866
70,0.06623422944814215,-0.7162613257033859
71,-0.0008976104690467251,-0.7145922746781116
72,-0.023417486024027837,-0.7129232236528373
73,0.026018008284084244,-0.7112541726275632
74,-0.013278937788717523,-0.709585121602289
75,-0.016147513232129266,-0.7079160705770148
76,0.006725111575932646,-0.7062470195517405
77,0.016587931935851976,-0.7045779685264664
78,0.015989004247142457,-0.7029089175011922
79,-0.007101606334632761,-0.701239866475918
80,0.03785477766103993,-0.6995708154506437
81,-0.017917173270851888,-0.6979017644253696
82,0.02241375654560341,-0.6962327134000954
83,-0.011047463395400168,-0.6945636623748211
84,0.026292667273793018,-0.6928946113495469
85,0.013761386369740749,-0.6912255603242727
86,0.019356472964691646,-0.6895565092989986
87,-0.02183773805725092,-0.6878874582737243
88,-0.019714949696215046,-0.6862184072484502
89,0.020058027744248245,-0.6845493562231759
90,0.002374167113712247,-0.6828803051979018
91,-0.01070956797823338,-0.6812112541726276
92,0.0023530334925677505,-0.6795422031473534
93,0.010870999795146006,-0.6778731521220791
94,0.01839074594740644,-0.676204101096805
95,-0.00038073376164463393,-0.6745350500715308
96,0.012820015643211106,-0.6728659990462565
97,-0.005393628095722258,-0.6711969480209823
98,0.02753383817805939,-0.6695278969957081
99,-0.002994775769171441,-0.667858845970434
100,0.009165935269857811,-0.6661897949451597
101,-0.024649691482830853,-0.6645207439198855
102,-0.0048552081190980576,-0.6628516928946113
103,-0.001408089592560517,-0.6611826418693372
104,-0.0318029041918914,-0.6595135908440629
105,0.0006343509966606261,-0.6578445398187887
106,-0.0026274082551679253,-0.6561754887935145
107,0.008552561942079822,-0.6545064377682404
108,-0.010868077364066685,-0.6528373867429662
109,-0.021456275071429685,-0.651168335717692
110,-0.032671126792062605,-0.6494992846924177
111,0.0007977987507862966,-0.6478302336671435
112,0.011605302813905679,-0.6461611826418694
113,-0.0318572717376538,-0.6444921316165951
114,-0.003457598361366712,-0.6428230805913209
115,-0.0011967767049526838,-0.6411540295660467
116,-0.01613746256266908,-0.6394849785407726
117,-0.0089245597873794,-0.6378159275154983
118,-0.008526411209653733,-0.6361468764902241
119,-0.004763897309079439,-0.6344778254649499
120,0.007719894764367998,-0.6328087744396758
121,-0.001340600686858208,-0.6311397234144015
122,0.00011411750212438152,-0.6294706723891272
123,0.0020085473322894462,-0.6278016213638531
124,0.008028375705268091,-0.6261325703385789
125,-0.024317376803189725,-0.6244635193133047
126,0.015088058862048294,-0.6227944682880304
127,-0.0058061308728477356,-0.6211254172627563
128,-0.01794640068701823,-0.6194563662374821
129,-0.009662203272303114,-0.617787315212208
130,-0.020871513982008053,-0.6161182641869337
131,0.02372237325447665,-0.6144492131616595
132,-0.004673410809098436,-0.6127801621363853
133,0.04454198338717942,-0.6111111111111112
134,0.013793759943868465,-0.6094420600858369
135,-0.04845294935778385,-0.6077730090605626
136,0.03951596954846418,-0.6061039580352885
137,-0.036765027466786844,-0.6044349070100143
138,-0.02251592574389684,-0.6027658559847401
139,-0.013663076924087305,-0.6010968049594658
140,0.02755928701533728,-0.5994277539341917
141,-0.021652948936387445,-0.5977587029089175
142,0.002928079893820423,-0.5960896518836433
143,0.010305289244244823,-0.594420600858369
144,0.011303770355143874,-0.5927515498330949
145,-0.02635097036872927,-0.5910824988078207
146,0.011873825870740528,-0.5894134477825465
147,-0.007011340831388151,-0.5877443967572723
148,-0.004318113685239726,-0.586075345731998
149,0.013878569815727864,-0.5844062947067239
150,-0.036085008336802324,-0.5827372436814497
151,-0.014161605805996983,-0.5810681926561755
152,-0.011013098461549464,-0.5793991416309012
153,0.020707583976045062,-0.5777300906056271
154,-0.01274149342087191,-0.5760610395803529
155,-0.02052550489840805,-0.5743919885550787
156,0.02629487494928555,-0.5727229375298044
157,-0.021344230430959277,-0.5710538865045303
158,0.009445862048162983,-0.5693848354792561
159,-0.03700032494391514,-0.5677157844539819
160,0.019264895457748885,-0.5660467334287076
161,0.0026157287592786897,-0.5643776824034334
162,0.01588816981162155,-0.5627086313781593
163,0.014451355413586118,-0.561039580352885
164,-0.021940483228820626,-0.5593705293276108
165,0.007905662575977244,-0.5577014783023366
166,-0.01969095137734053,-0.5560324272770625
167,-0.0009180180297043046,-0.5543633762517883
168,-0.020769190028454863,-0.5526943252265141
169,0.0045417354864027955,-0.5510252742012398
170,-0.0350500981160303,-0.5493562231759657
171,0.04508034446447312,-0.5476871721506915
172,-0.055670364808492724,-0.5460181211254173
173,0.032465660522773,-0.544349070100143
174,0.0033214671392196287,-0.5426800190748688
175,0.0026839687007525663,-0.5410109680495947
176,0.02360186881700305,-0.5393419170243204
177,-0.05533386994718231,-0.5376728659990462
178,0.01854477094500911,-0.536003814973772
179,-0.04379738950192487,-0.5343347639484979
180,-0.009658311540410996,-0.5326657129232236
181,-0.007195215342208406,-0.5309966618979494
182,-0.03696963615627885,-0.5293276108726752
183,0.018598204884588066,-0.5276585598474011
184,0.0004207671590863663,-0.5259895088221268
185,-0.04697302846294281,-0.5243204577968525
186,0.00606934208817287,-0.5226514067715784
187,0.02144287828038148,-0.5209823557463042
188,-0.029557339963801898,-0.5193133047210301
189,0.011553203193821132,-0.5176442536957558
190,0.02051355446695533,-0.5159752026704816
191,-0.026382365819696274,-0.5143061516452074
192,0.03375328894450301,-0.5126371006199333
193,0.014500818098757775,-0.510968049594659
194,-0.026017436230239638,-0.5092989985693848
195,0.02625455091965653,-0.5076299475441106
196,0.013454439843467239,-0.5059608965188365
197,-0.030324230120722218,-0.5042918454935622
198,0.017441130010637792,-0.502622794468288
199,0.012490146993270234,-0.5009537434430138
200,0.004838173219217276,-0.49928469241773965
201,-0.04857479341770342,-0.4976156413924654
202,0.017244220241168624,-0.49594659036719124
203,-0.010079768035453648,-0.494277539341917
204,0.02921736571673278,-0.49260848831664283
205,-0.045858525166210806,-0.4909394372913686
206,0.004927456388648329,-0.4892703862660944
207,-0.01646192735640089,-0.48760133524082017
208,0.012411974524115556,-0.485932284215546
209,-0.0262130266613205,-0.48426323319027176
210,0.03540104781843624,-0.4825941821649976
211,0.0065967645606020905,-0.48092513113972335
212,0.02004357305143894,-0.4792560801144492
213,0.023978896790560117,-0.47758702908917494
214,-0.002705479302323793,-0.4759179780639008
215,0.003298556446304738,-0.47424892703862653
216,-0.0008597589120114602,-0.4725798760133524
217,0.02842152611273213,-0.47091082498807824
218,0.007527744248391175,-0.469241773962804
219,-0.016863961283289198,-0.4675727229375298
220,0.006322955737010142,-0.46590367191225557
221,-0.021797473274665673,-0.4642346208869814
222,0.05124754375989035,-0.46256556986170716
223,-0.023336036218635232,-0.460896518836433
224,0.00957868409484035,-0.45922746781115875
225,-0.00967100312143117,-0.4575584167858846
226,0.04137743222924463,-0.45588936576061034
227,-0.04872982515052328,-0.4542203147353362
228,0.032011664654905334,-0.45255126371006194
229,0.000521967097895041,-0.4508822126847878
230,-0.0001233073404746453,-0.4492131616595135
231,0.022384388595715874,-0.4475441106342394
232,-0.010736063368707657,-0.4458750596089651
233,0.022473109660487246,-0.44420600858369097
234,-0.0018370716308869755,-0.4425369575584167
235,-0.0015853229680884518,-0.44086790653314256
236,-0.01635433344313405,-0.4391988555078684
237,-0.000986953508521347,-0.43752980448259415
238,-0.002253870724189998,-0.43586075345732
239,0.02151434771210904,-0.43419170243204575
240,-0.02689378698508182,-0.4325226514067716
241,0.05497317596016296,-0.43085360038149734
242,-0.026603484280214126,-0.4291845493562232
243,0.005427088528352388,-0.42751549833094893
244,0.001785802088455482,-0.4258464473056748
245,0.007290622188270272,-0.4241773962804005
246,0.001945486744834103,-0.42250834525512637
247,0.01304585038302645,-0.4208392942298521
248,-0.046624360374782445,-0.41917024320457796
249,0.03276155966245047,-0.4175011921793037
250,-0.06594655355253144,-0.41583214115402956
251,0.02693147064065672,-0.4141630901287553
252,0.008999114878450974,-0.41249403910348115
253,-0.028898935164383435,-0.4108249880782069
254,0.020183742522446133,-0.40915593705293274
255,-0.024873830057924935,-0.4074868860276586
256,-0.02252237326134565,-0.40581783500238433
257,0.009516536751080367,-0.4041487839771102
258,-0.0038436509503973703,-0.4024797329518359
259,-0.030615045622707854,-0.4008106819265618
260,0.0038109709000182825,-0.3991416309012875
261,-0.04634787641277643,-0.39747257987601337
262,0.03041561671478462,-0.3958035288507391
263,-0.019243296230466566,-0.39413447782546496
264,0.03241305870964059,-0.3924654268001907
265,-0.055377076110751676,-0.39079637577491655
266,0.01166165595384491,-0.3891273247496423
267,0.026813568224935448,-0.38745827372436814
268,0.0010600237515580556,-0.3857892226990939
269,0.027454974041399332,-0.38412017167381973
270,-0.01126955868913217,-0.3824511206485455
271,0.015236427106047803,-0.3807820696232713
272,-0.030752414384842983,-0.37911301859799706
273,0.0447599175804308,-0.3774439675727229
274,-0.03602176006690637,-0.37577491654744866
275,-0.008988897275945523,-0.3741058655221745
276,0.03732443932883997,-0.37243681449690036
277,-0.020818157379220943,-0.3707677634716261
278,0.017324843191400038,-0.36909871244635195
279,-0.02947805899779367,-0.3674296614210777
280,0.03203897971582338,-0.36576061039580354
281,-0.010829900198598818,-0.3640915593705293
282,-0.027034671469784492,-0.36242250834525513
283,-0.011185304485147266,-0.3607534573199809
284,0.01626401372096981,-0.3590844062947067
285,-0.02777873954997398,-0.35741535526943247
286,0.03614151826367151,-0.3557463042441583
287,-0.015308235902142172,-0.35407725321888406
288,0.009779094413042014,-0.3524082021936099
289,-0.025400417830169282,-0.35073915116833565
290,-0.014154396929161785,-0.3490701001430615
291,0.018820152731700568,-0.34740104911778724
292,-0.007717347186516262,-0.3457319980925131
293,0.0008533639314837185,-0.34406294706723883
294,-0.0015118756695947373,-0.3423938960419647
295,-0.013312868017415058,-0.34072484501669054
296,0.006464024519021281,-0.3390557939914163
297,-0.02494219280064643,-0.33738674296614213
298,0.015426332778694821,-0.33571769194086787
299,-0.003416928593099143,-0.3340486409155937
300,-0.01102909162818086,-0.33237958989031946
301,-0.024271783314850266,-0.3307105388650453
302,0.05025059598543277,-0.32904148783977105
303,-0.053476715261985816,-0.3273724368144969
304,0.06231071279525918,-0.32570338578922264
305,-0.06101922018508626,-0.3240343347639485
306,0.016161967065813434,-0.32236528373867424
307,0.02336320381087089,-0.3206962327134001
308,0.02463889228860372,-0.3190271816881258
309,-0.040892992188228776,-0.3173581306628517
310,0.05421338420542564,-0.3156890796375774
311,-0.01906753344818496,-0.31402002861230327
312,-0.007139824701823776,-0.312350977587029
313,0.0068253110170496305,-0.31068192656175486
314,-0.03790822257656669,-0.3090128755364807
315,-0.007182703048654846,-0.30734382451120645
316,-0.005571703547963724,-0.3056747734859323
317,0.010280745438558251,-0.30400572246065805
318,0.02491930086531404,-0.3023366714353839
319,-0.0005913332677327798,-0.30066762041010964
320,0.008657878345046896,-0.2989985693848355
321,-0.003648318257134402,-0.29732951835956123
322,0.0032901175088254947,-0.2956604673342871
323,-0.012114616144962644,-0.2939914163090128
324,0.021337371919940132,-0.29232236528373867
325,-0.06571714040706647,-0.2906533142584644
326,0.022774615178463135,-0.28898426323319026
327,-0.02645153298895625,-0.287315212207916
328,0.019135676644318943,-0.28564616118264186
329,-0.02167943536267989,-0.2839771101573676
330,0.007549921667667613,-0.28230805913209345
331,0.016110524542617043,-0.2806390081068192
332,-0.012242545320176285,-0.27896995708154504
333,0.007846831912361909,-0.2773009060562708
334,-0.011356131018655381,-0.27563185503099663
335,-0.0014545540566212323,-0.2739628040057225
336,-0.0027433241712125555,-0.2722937529804482
337,0.00600255875495191,-0.2706247019551741
338,0.02613494336902214,-0.2689556509298998
339,-0.012428441298549218,-0.26728659990462567
340,-0.015253146178149586,-0.2656175488793514
341,0.008135001436724307,-0.26394849785407726
342,-0.012205687198079122,-0.262279446828803
343,-0.018872130320483585,-0.26061039580352885
344,-0.029883649375336226,-0.2589413447782546
345,0.03033832849594799,-0.25727229375298044
346,-0.008014451823653216,-0.2556032427277062
347,0.02221440660314084,-0.25393419170243203
348,-0.021347776074849212,-0.2522651406771578
349,0.033578101230792065,-0.2505960896518836
350,-0.01761670560475075,-0.24892703862660936
351,0.02811812432942567,-0.24725798760133522
352,-0.020775712167465994,-0.24558893657606096
353,-0.031189406321053152,-0.2439198855507868
354,-0.006765964203712466,-0.24225083452551266
355,-0.02261490939586341,-0.2405817835002384
356,0.016569205443746376,-0.23891273247496425
357,-0.04781457615455147,-0.23724368144969
358,0.012726144310181466,-0.23557463042441584
359,0.00956563418295138,-0.23390557939914158
360,-0.028412793352747573,-0.23223652837386743
361,0.023134895500114223,-0.23056747734859318
362,-0.009373443321164522,-0.22889842632331903
363,-0.01673680037310728,-0.22722937529804477
364,-0.0263176167265214,-0.22556032427277062
365,0.021864556660852377,-0.22389127324749636
366,-0.0015897128042077352,-0.2222222222222222
367,0.0030023320109320555,-0.22055317119694795
368,-0.03795460842641462,-0.2188841201716738
369,0.03276851776462942,-0.21721506914639954
370,-0.03189076719736964,-0.2155460181211254
371,0.0434747954201434,-0.21387696709585113
372,-0.01703004700769501,-0.21220791607057699
373,0.004765944712181848,-0.21053886504530284
374,-0.04991000464273845,-0.20886981402002858
375,0.004802513852412753,-0.20720076299475443
376,0.012505189567942441,-0.20553171196948017
377,-0.016956232853054094,-0.20386266094420602
378,0.021048432869264666,-0.20219360991893176
379,-0.01878062996592414,-0.2005245588936576
380,0.0281053620643425,-0.19885550786838335
381,-0.0007351187401275945,-0.1971864568431092
382,-0.01526888303322693,-0.19551740581783494
383,-0.0019887908833929723,-0.1938483547925608
384,-0.006850323497826055,-0.19217930376728654
385,-0.031578991422579625,-0.1905102527420124
386,0.05691435087258066,-0.18884120171673813
387,-0.04666388666583377,-0.18717215069146398
388,0.03635241527706124,-0.18550309966618972
389,-0.028153457966611076,-0.18383404864091557
390,0.04685053476021986,-0.1821649976156413
391,-0.043307504910236605,-0.18049594659036716
392,0.025579730355661245,-0.1788268955650929
393,-0.038239073454557904,-0.17715784453981875
394,0.0286546195099988,-0.1754887935145446
395,-0.03912665143869107,-0.17381974248927035
396,0.035615368323247576,-0.1721506914639962
397,-0.04870562120521652,-0.17048164043872194
398,0.05169209283465189,-0.1688125894134478
399,-0.07280316071762509,-0.16714353838817353
400,0.05688137838143654,-0.16547448736289938
401,-0.03382343142546753,-0.16380543633762512
402,0.011819117674875295,-0.16213638531235097
403,-0.026867210277407995,-0.1604673342870767
404,0.010752127007093933,-0.15879828326180256
405,-0.009468886017897556,-0.1571292322365283
406,-0.01557280500891137,-0.15546018121125416
407,0.04903225597153687,-0.1537911301859799
408,-0.017051279800420264,-0.15212207916070575
409,0.004814113336834635,-0.1504530281354315
410,0.01148719026350891,-0.14878397711015734
411,-0.015578137944446398,-0.14711492608488308
412,-0.00016573835558611645,-0.14544587505960893
413,0.025606096883907116,-0.14377682403433478
414,-0.052014133554189254,-0.14210777300906052
415,0.06180623768856858,-0.14043872198378637
416,-0.0648664433284798,-0.13876967095851211
417,0.04472660983234181,-0.13710061993323797
418,-0.00800809412796414,-0.1354315689079637
419,-0.005136585174628515,-0.13376251788268956
420,-0.024256938069886196,-0.1320934668574153
421,0.08371567488332139,-0.13042441583214115
422,-0.06553661288821633,-0.1287553648068669
423,0.06471235666695437,-0.12708631378159274
424,-0.049164224522401344,-0.12541726275631848
425,0.020137646758198024,-0.12374821173104433
426,-0.010625074995486719,-0.12207916070577007
427,-0.0024997964030870155,-0.12041010968049592
428,0.02542073226825476,-0.11874105865522167
429,-0.012152579506036416,-0.11707200762994752
430,0.028361953520769246,-0.11540295660467326
431,-0.02594235255265528,-0.11373390557939911
432,0.021433186362386787,-0.11206485455412496
433,-0.02237487061610971,-0.1103958035288507
434,0.00704006991251736,-0.10872675250357655
435,0.02748019250975295,-0.10705770147830229
436,-0.026839696577184186,-0.10538865045302814
437,0.05143084243700312,-0.10371959942775388
438,-0.0388714688492999,-0.10205054840247973
439,0.04646231551317421,-0.10038149737720548
440,-0.07777569276091158,-0.09871244635193133
441,0.04387958430483105,-0.09704339532665707
442,-0.019049982464096345,-0.09537434430138292
443,0.018049664515289308,-0.09370529327610866
444,-0.005928378320651975,-0.09203624225083451
445,0.01020704182863703,-0.09036719122556025
446,-0.026801517814634968,-0.0886981402002861
447,0.03581930384141112,-0.08702908917501184
448,-0.05612532538451577,-0.0853600381497377
449,0.05008222924373847,-0.08369098712446343
450,-0.03439454071353321,-0.08202193609918929
451,0.027864817610067552,-0.08035288507391503
452,-0.02977626189511033,-0.07868383404864088
453,0.03553941456455044,-0.07701478302336673
454,-0.01133256599358446,-0.07534573199809247
455,-0.02380865488842296,-0.07367668097281832
456,0.03369495360214601,-0.07200762994754406
457,-0.03881393108687943,-0.07033857892226991
458,0.05549318958545382,-0.06866952789699565
459,-0.051907237089816385,-0.0670004768717215
460,0.051157598680537215,-0.06533142584644724
461,-0.07529040716347273,-0.0636623748211731
462,0.04547482733802358,-0.061993323795898836
463,-0.06585318952672156,-0.06032427277062469
464,0.018910010285018528,-0.05865522174535043
465,-0.051677417379394644,-0.05698617072007628
466,0.06260434139499431,-0.05531711969480202
467,-0.06371199659921492,-0.05364806866952787
468,0.07890422088283269,-0.05197901764425361
469,-0.05509469455266616,-0.05030996661897946
470,0.06490174959679432,-0.0486409155937052
471,-0.09593043325402018,-0.046971864568431054
472,0.10409699374942574,-0.045302813543156906
473,-0.08545027206834077,-0.043633762517882646
474,0.1054919058822485,-0.0419647114926085
475,-0.11389217464555199,-0.04029566046733424
476,0.09443594019247356,-0.03862660944206009
477,-0.08113550282742998,-0.03695755841678583
478,0.07405062893654203,-0.03528850739151168
479,-0.04887838847257907,-0.03361945636623742
480,-0.0121858684349175,-0.03195040534096327
481,-0.003814520829223414,-0.030281354315689013
482,0.04419060254734618,-0.028612303290414864
483,-0.02016752306252654,-0.026943252265140605
484,0.04243725214421285,-0.025274201239866456
485,-0.04140152444640057,-0.023605150214592197
486,0.013713232676020266,-0.021936099189318048
487,0.02111169703811707,-0.02026704816404379
488,0.005615076134301459,-0.01859799713876964
489,-0.012556349265071171,-0.01692894611349538
490,-0.011385323800552679,-0.015259895088221231
491,-0.0012730966254510482,-0.013590844062947083
492,-0.019289633865476795,-0.011921793037672823
493,0.008576473066594228,-0.010252742012398675
494,-0.04890726902430137,-0.008583690987124415
495,0.06872241320702016,-0.006914639961850266
496,-0.04308203389539951,-0.005245588936576007
497,0.027559063750535337,-0.003576537911301858
498,-0.004918625444269277,-0.0019074868860275984
499,-0.021635578668448993,-0.0002384358607534498
500,-0.025552907210242677,0.0014306151645206988
501,0.07993672088364319,0.0030996661897950695
502,-0.07713139793589965,0.004768717215069218
503,0.09570406467299244,0.006437768240343367
504,-0.08426725572718174,0.008106819265617515
505,0.10054682260768641,0.009775870290891886
506,-0.09642667023806022,0.011444921316166035
507,0.09376369106169787,0.013113972341440183
508,-0.09648689650122633,0.014783023366714332
509,0.09066813981796053,0.016452074391988702
510,-0.09258678675357278,0.01812112541726285
511,0.07424818773507467,0.019790176442537
512,-0.0868564899043771,0.02145922746781115
513,0.10637761076807406,0.023128278493085297
514,-0.11665672762783975,0.024797329518359668
515,0.09940652642919394,0.026466380543633816
516,-0.10770898599538456,0.028135431568907965
517,0.11529746558037296,0.029804482594182113
518,-0.13355912758091715,0.031473533619456484
519,0.1674992627875962,0.03314258464473063
520,-0.1454015849121127,0.03481163567000478
521,0.12753269736074657,0.03648068669527893
522,-0.1048288975039483,0.0381497377205533
523,0.08947005526943533,0.03981878874582745
524,-0.10349104664785255,0.0414878397711016
525,0.1191514885810158,0.043156890796375746
526,-0.14037185906212374,0.04482594182165012
527,0.13229094909353206,0.046494992846924266
528,-0.14179407193466473,0.048164043872198414
529,0.10185933651375365,0.04983309489747256
530,-0.08186161223944596,0.051502145922746934
531,0.0870352613111251,0.05317119694802108
532,-0.09588810993602415,0.05484024797329523
533,0.10706113028794749,0.05650929899856938
534,-0.1295672978229742,0.05817835002384353
535,0.140523887741661,0.0598474010491179
536,-0.18628262361370232,0.06151645207439205
537,0.18201171117696682,0.0631855030996662
538,-0.19135243096116544,0.06485455412494034
539,0.15598068354660163,0.06652360515021472
540,-0.16813176638893385,0.06819265617548886
541,0.17781557734460263,0.06986170720076301
542,-0.17731748405795175,0.07153075822603716
543,0.1962112694724226,0.07319980925131153
544,-0.20230613234893136,0.07486886027658568
545,0.20918163827459701,0.07653791130185983
546,-0.21273400950139998,0.07820696232713398
547,0.1910830309980044,0.07987601335240835
548,-0.2202191646164398,0.0815450643776825
549,0.20516426578289385,0.08321411540295665
550,-0.19820986665132823,0.0848831664282308
551,0.21057098001230729,0.08655221745350494
552,-0.20666924286179642,0.08822126847877931
553,0.23350966749772678,0.08989031950405346
554,-0.22556754018954991,0.09155937052932761
555,0.2370132991595058,0.09322842155460176
556,-0.22369755697483773,0.09489747257987613
557,0.2332804008690159,0.09656652360515028
558,-0.252666684874602,0.09823557463042443
559,0.27250793324267686,0.09990462565569858
560,-0.3021429525556367,0.10157367668097295
561,0.2904132113031196,0.1032427277062471
562,-0.2604865894541857,0.10491177873152124
563,0.27116604289153867,0.10658082975679539
564,-0.27942065251619064,0.10824988078206976
565,0.26878003690394164,0.10991893180734391
566,-0.2606819670985134,0.11158798283261806
567,0.30681437692687075,0.11325703385789221
568,-0.3129606458902877,0.11492608488316658
569,0.3126131348595752,0.11659513590844073
570,-0.3173769231034895,0.11826418693371488
571,0.34438633141250985,0.11993323795898903
572,-0.34276108184795157,0.12160228898426317
573,0.3556559966872931,0.12327134000953754
574,-0.3610870402043659,0.12494039103481169
575,0.34697145259218476,0.12660944206008584
576,-0.35716656816733444,0.12827849308536
577,0.3566939785282337,0.12994754411063436
578,-0.3640421066377742,0.1316165951359085
579,0.31022575854346707,0.13328564616118266
580,-0.3112379271912768,0.1349546971864568
581,0.2927850722829579,0.13662374821173118
582,-0.3242240024319803,0.13829279923700533
583,0.35083109655818484,0.13996185026227947
584,-0.32575441611597566,0.14163090128755362
585,0.3640765847123787,0.143299952312828
586,-0.3686670308789706,0.14496900333810214
587,0.3966316640843426,0.1466380543633763
588,-0.39411013090542546,0.14830710538865044
589,0.3690885262424151,0.1499761564139248
590,-0.4001688719441025,0.15164520743919896
591,0.38088904595759737,0.1533142584644731
592,-0.3963824565553016,0.15498330948974726
593,0.3877553620111477,0.1566523605150214
594,-0.413724766782629,0.15832141154029578
595,0.41010500301134317,0.15999046256556992
596,-0.38578058970524826,0.16165951359084407
597,0.36040970545942586,0.16332856461611822
598,-0.33348660620499226,0.1649976156413926
599,0.33351935244751413,0.16666666666666666
